index,Rating,Id,Date,views,like,title,text
132,5,cih8***예매자,2022.02.21,조회 5,"공감 0
공감하기",사랑해 영원히,나의 빌리나는 너를 만난 게 늘 자랑스러웠어
133,5,ksi08***,2022.02.21,조회 8,"공감 0
공감하기",최고,진짜 최고의 뮤지컬
134,5,romio***예매자,2022.02.21,조회 6,"공감 0
공감하기",최고,최고
135,5,romio***예매자,2022.02.21,조회 7,"공감 0
공감하기",굿,너무 좋아요
138,5,romio***예매자,2022.02.21,조회 6,"공감 0
공감하기",최고,언제나 최고 빌리
139,5,steve1***예매자,2022.02.21,조회 6,"공감 0
공감하기",최고의 뮤지컬,아직도 빌리 엘리어트가 끝났다는 게 실감이 안납니다 어려운 시기에 올라왔지만 마지막까지 최고의 공연을 보여준 배우 분들에게 너무 감사할 따름이에요 4연기 다릴게요
140,5,revedeeto***예매자,2022.02.21,조회 5,"공감 0
공감하기",최고,이 최뮤이 최뮤
141,5,sakura***예매자,2022.02.21,조회 7,"공감 0
공감하기",이 시대 최고의 뮤지컬,이 시대 최고의 뮤지컬 아이들이 나오기에 유치할 것 같다는 편견을 갖고 보지 않았다면 평생을 땅을 취고 후회할
142,5,owor0***예매자,2022.02.21,조회 5,"공감 0
공감하기",이 최뮤,빵짱짱
143,5,horis***예매자,2022.02.21,조회 5,"공감 0
공감하기",이 시대 최고의 뮤지컬!,빌리 엘리어트는 그 이름만으로도 큰 힘이 되는 것 같습니다 여러 번 관람했지만 볼 때마다 눈물이나네요
144,5,9391***예매자,2022.02.21,조회 6,"공감 0
공감하기",이 시대 최고의 뮤지컬?아니다,이 우주 최고의 뮤지컬이 다… 감사합니다
145,5,jemma***예매자,2022.02.21,조회 11,"공감 0
공감하기",잘 봤습니다,정말이지 이 시대 최고의 뮤지컬이라는 말에 날 어울리는 이런 말을 그 누가 쓸 수 있을까 생각해보게 되는 작품이었습니다 잘 봤습니다
146,5,cun***예매자,2022.02.21,조회 6,"공감 0
공감하기",이 시대 최고의 뮤지컬,123대 빌리가 함께했던 스페셜커튼 콜 정말 너무 황홀하고 좋았습니다 앞으로 45대 나아가서 20대 30대 빌리들이 함께 할 수 있도록 신시컴퍼니 화이팅
147,5,cun***예매자,2022.02.21,조회 7,"공감 0
공감하기",이 최뮤돌아와 ㅠㅠㅠ,우리 빌리마이클 데비다 사랑했다 진짜로 이모가 늘 응원해
148,5,cun***예매자,2022.02.21,조회 8,"공감 0
공감하기",이 최뮤다시 돌아와 ㅠㅠㅠㅠ,우리 귀염 뽀짝 더럼 토끼 시훈 아이모는 너 때문에 행복했다
149,5,lov***예매자,2022.02.21,조회 7,"공감 0
공감하기",이 최뮤,그동안 행복한 시간이었습니다 3대 빌리 포함 모든 배우님들고생 하셨습니다 모두들 행운을 빌어요
150,5,syj***예매자,2022.02.21,조회 6,"공감 0
공감하기",뮤지컬 빌리 엘리어트,안녕빌리 덕분에 행복했어 사랑해 영원히
151,5,syj***예매자,2022.02.21,조회 6,"공감 0
공감하기",뮤지컬 빌리 엘리어트,사랑해 영원히
152,5,syj***예매자,2022.02.21,조회 6,"공감 0
공감하기",뮤지컬 빌리 엘리어트,이 시대 최고의 뮤지컬
155,5,ekfsla***예매자,2022.02.21,조회 6,"공감 0
공감하기",전강혁 사랑해,너꼭 그 꿈이뤄
156,5,ekfsla***예매자,2022.02.21,조회 8,"공감 0
공감하기",시훈빌리 최고,말랑아기 토끼 사랑했어
157,5,ekfsla***예매자,2022.02.21,조회 7,"공감 0
공감하기",이 최뮤,사랑했다
158,5,jueun1***예매자,2022.02.21,조회 6,"공감 0
공감하기",빌리 엘리어트,마지막 공연까지 너무 완벽한 공연이었습니다
159,5,kmn0***예매자,2022.02.21,조회 5,"공감 0
공감하기",빌리 엘리어트,기다릴 게 여
160,5,hj6***예매자,2022.02.21,조회 7,"공감 0
공감하기",이 시대 최고의 뮤지컬,안녕빌리안녕마이클 보고 싶을 거야
161,5,jhyu***예매자,2022.02.21,조회 5,"공감 0
공감하기",최고..,빌리 무사히 막 공까지 끝나서 다행입니다
162,5,cjwmari***예매자,2022.02.21,조회 7,"공감 0
공감하기",최고에요,시훈빌리 최고였어요
163,5,jhyu***예매자,2022.02.21,조회 5,"공감 0
공감하기",재밌었어요,빌리가 너무 보고 싶어요
164,5,hyoni***예매자,2022.02.21,조회 5,"공감 0
공감하기",여운이 남는극,너무나 감동적인 극이예요 또 보고 싶어요 최고
165,5,kjn050***예매자,2022.02.21,조회 5,"공감 0
공감하기",재밌었어요,빌리가 갔다 은 게 믿어지지 않네요
166,5,jtth***예매자,2022.02.21,조회 5,"공감 0
공감하기",빌리 엘리어트,이번 빌리들은 이번 뿐이 못 보니까 너무 아쉬워요
167,5,tpd***예매자,2022.02.21,조회 5,"공감 0
공감하기",빌리 엘리어트,빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트 빌리 엘리어트
168,5,WKDDKWK***예매자,2022.02.21,조회 5,"공감 0
공감하기","강혁빌 리, 다움마이클 행운을 빈다.",강혁빌 리다움마이클 막공이 끝났어요막공은 꼭 챙기고 싶었는데 이렇게 봐서 너무 좋으면서도 이제 진짜 끝이라고 생각하니까 너무 아쉬워 요하지만 강혁이랑 다움이 너무 잘해줬고 강혁이는 발레리노를 다움이는 꾸준히 무대해준다면 너무 좋을 거 같아요 이제는 빌리 때 만큼 자주 볼 수는 없지만 어디서 뭘 하든지 응원한다고 전해주고 싶네요 무대인사 때 울지 않을 거 같았던 우리더 럼킹 카 눈물을 보여서 같이 너무 슬펐는데 무대 인사에서 한말대로 꼭 다시 무대에서 보고 싶어요주환이도 우진이도 너무 너무 수고했어요 다음 차기작인 마틸다에서도 만나고 싶은데 어떨지 모르니까 그동안 잘 지내고 코로나 기간 동안 아프지 않고 무대에서 공연해줘서 너무 고마웠어요 강혁빌 리다움마이클 앞으로 행운을 빈다
169,5,id***예매자,2022.02.21,조회 5,"공감 0
공감하기",최고에요,이 최뮤이 시대 최고의 뮤지컬 인정인정진짜 벅차고 행복한 시간이었습니다
172,5,id***예매자,2022.02.21,조회 4,"공감 0
공감하기",이 최뮤....,이 시대 최고의 뮤지컬 인정인정진짜 벅차고 행복했습니다
173,5,job***예매자,2022.02.21,조회 4,"공감 0
공감하기",최고된다,역시 이 최뮤박수치다 손목 잃을 뻔
174,5,WKDDKWK***예매자,2022.02.21,조회 7,"공감 0
공감하기","우진, 주환 행운을 빈다.",우진 빌리주환마이클 막공이 끝났어요막공은 꼭 챙기고 싶었는데 이렇게 봐서 너무 좋으면서도 이제 진짜 끝이라고 생각하니까 너무 아쉬워 요하지만 우진이랑 주환이 너무 잘해줬고 꾸준히 무대해준다면 너무 좋을 거 같아요 이제는 빌리 때 만큼 자주 볼 수는 없지만 어디서 뭘 하든지 응원한다고 전해주고 싶네요 무대인사 때 울지 않을 거 같았던 우리더 럼킹 카 눈물을 보여서 같이 너무 슬펐는데 무대 인사에서 한말대로 꼭 다시 무대에서 보고 싶어요주환이 도우진이 도 너무 너무 수고했어요 다음 차기작인 마틸다에서도 만나고 싶은데 어떨지 모르니까 그동안 잘 지내고 코로나 기간 동안 아프지 않고 무대에서 공연해줘서 너무 고마웠어요 앞으로 고건강하고 무사하게 막 공해줘서 고마워요 빌리 마이클 행운을 빈다
175,5,isb2***예매자,2022.02.21,조회 5,"공감 0
공감하기",역시 이 최뮤ㅠㅠㅠ,빌리 엘리어트 영화로도 봤어서 뭐 뮤지컬도 똑같겠지 하다가 봤는데 너무 좋았어요 다음에 빌리 엘리어트 또 오면 무조건 볼 것
176,5,bigbull8***예매자,2022.02.21,조회 4,"공감 0
공감하기",행운을 빌어요,빌리를 보는 동안 많이 웃고 위로받고 큰 행복을 받아가요 여러분이 보내준 행운 만큼 더 좋은 일이 가득하길 빨리 또 만나고 싶어요
177,5,bigbull8***예매자,2022.02.21,조회 4,"공감 0
공감하기",사랑해 영원히,언제 돌아와도 영원히 사랑할 수밖에 없는 작품 빌리엘리어트의 모든 배우들의 빛나는 날들을 응원할게요
178,5,oops2***예매자,2022.02.21,조회 4,"공감 0
공감하기",이 시대 최고의 뮤지컬 !!!!,이 시대 최고의 뮤지컬 디비디나와라 간직하고 싶어요 이번 빌리들의 무대
179,5,cur***예매자,2022.02.21,조회 4,"공감 0
공감하기",영원히 사랑해!,시훈빌리의 마지막 공연 다정한 마음을 보여줘서 고마워 요 항상 응원할게요
180,5,cur***예매자,2022.02.21,조회 4,"공감 0
공감하기",이 시대 최고의 뮤지컬,타이틀에 걸맞는 완벽한 공연 강혁빌리의 마지막을 볼 수 있어 행운이었어요 꼭 다시 만나길
181,5,cur***예매자,2022.02.21,조회 5,"공감 0
공감하기",우진 빌리의 마지막 공연,가장 처음 만난 빌리우진 빌리의 가장 빠른 마지막 공연 행운을 빌어줘서 고마워요 앞으로 어디에서든 빛날 우진이를 응원합니다
182,5,gahyun***예매자,2022.02.21,조회 4,"공감 0
공감하기",최고의 배우들,어린 배우들이 정말 최고에 요찬사를 아낄 수 없는 극
183,5,cur***예매자,2022.02.21,조회 5,"공감 0
공감하기",그래 안녕빌리,안녕마이클 안녕빌리 너무나 사랑하는 극
184,5,dltq***예매자,2022.02.21,조회 5,"공감 0
공감하기",이 최뮤,감동받았습니다
185,5,imai***예매자,2022.02.21,조회 5,"공감 0
공감하기",다시 만나는 그날까지,8세부터 80세까지 무대의 배우들만큼 모든 세대를 아우르는 이 시대 최고의 뮤지컬 다시 만나는 그날까지 행운을 빌어요
186,5,bonobonoj***예매자,2022.02.21,조회 6,"공감 0
공감하기",생일날 본빌리 엘리어트,최고의 생일선물이었습니다 많이 웃고 울고 힐링하고 따뜻한 마음으로 집에 돌아갈 수 있었던 극이었습니다
189,5,WKDDKWK***예매자,2022.02.21,조회 5,"공감 0
공감하기",너무 재미있어요.,끝난다는 사실이 너무 슬퍼요 빌리와 마이클 데비 등 아역 배우들도 그 사실을 알고 있는 거 같아서 공연을 보면서 한회 한 회 한 장면 한 장면 놓치지 않고 보려고 하고 있어요 아이들이 자라는 것도 봐왔는데 이제 끝나면 볼 수 없다는 사실이 너무 아쉬워요 끝난다는 사실이 너무 슬퍼요 빌리와 마이클 데비 등 아역 배우들도 그 사실을 알고 있는 거 같아서 공연을 보면서 한회 한 회 한 장면한 장면 놓치지 않고 보려고 하고 있어요 아이들이 자라는 것도 봐왔는데 이제 끝나면 볼 수 없다는 사실이 너무 아쉬 워요 끝난다는 사실이 너무 슬퍼요 빌리와 마이클 데비 등 아역 배우들도 그 사실을 알고 있는 거 같아서 공연을 보면서 한회 한 회 한 장면 한 장면 놓치지 않고 보려고 하고 있어 요 많이 성장한 현준빌리에게도 응원합니다
190,5,leh101***예매자,2022.02.21,조회 5,"공감 0
공감하기",빌리,이 최뮤빌리 엘리어트막공
191,5,ford4***예매자,2022.02.21,조회 4,"공감 0
공감하기",최고의 뮤지컬,캐치프라이즈 잘 뽑았음 진짜임
192,5,tjgmldnjs***예매자,2022.02.21,조회 4,"공감 0
공감하기",안녕빌리,한번이라도 보고 지나갈 수 있어 다행아 역 배우들의 에너지로 가득 차는
193,2,collinsd***예매자,2022.02.21,조회 6,"공감 0
공감하기",아쉬워요,기대에 못 미치네요
194,5,gnohc***예매자,2022.02.21,조회 7,"공감 0
공감하기",이게 끝이라구요?,말도 안 돼 빌보싶
195,4,tlsgy9***예매자,2022.02.21,조회 6,"공감 0
공감하기",강렬한 공연,두고두고 생걱날 거 같은 공연이었어요
196,5,mystyleh***예매자,2022.02.21,조회 4,"공감 0
공감하기",빌리 엘리어트,이 최뮤인정
197,5,bbicy***예매자,2022.02.21,조회 4,"공감 0
공감하기",다시 또 보고 싶어요.,3대 빌리은 지금뿐이기에 열심히 봤던 뮤지컬
