,Rating,Id,Date,views,like,Title,Text
2106,4,bri***예매자,2020.08.10,조회 43,공감 2공감하기,모든 배우들이 최고,내한공연도 봤지만 역시 우리말이 좋네요 모든 배우님들이 잘해주셨는데 그중 으뜸은 셰익스피어역의 서경수 배우님
2107,5,netyon***예매자,2020.08.10,조회 36,공감 2공감하기,어느 하나 버릴것 없는 극,일단 넘버들이 너무 좋고 앙상블들까지 모든 배우들이 다 잘해서 보는내내 즐거웠어요극의 캐릭터들도 모두가 매력이 있어서 재미가 더 커진것 같아요오랜만에 대극장공연을 또 보고싶다고 생각들게 한 공연이었습니다
2108,5,cjv***예매자,2020.08.10,조회 30,공감 2공감하기,너무 재밌어요,세상에서 제일 신나고 재밌는 뮤지컬
2109,5,smw04***예매자,2020.08.10,조회 30,공감 2공감하기,대유잼,언제 또 보나 대유잼 썸로
2110,5,smw04***예매자,2020.08.10,조회 28,공감 2공감하기,대유잼,알고보면 더 재밌는 작품 꼭 보세요 또 봐야지
2111,4,024***예매자,2020.08.10,조회 52,공감 2공감하기,뮤지컬 매니아의 정점,뮤지컬을 사랑하고 많이 보셨다면 정말정말 즐겁게 관극 할 수 있습니다
2112,4,haramu***예매자,2020.08.10,조회 30,공감 2공감하기,신나고 재밌어요,뮤지컬과 셰익스피어를 좋아한다면 환장할 작품입니다 물론 몰라도 재미있어요 추천합니다
2113,5,says***예매자,2020.08.10,조회 48,공감 1공감하기,20200807  뮤지컬 썸씽로튼  , 20200807 2000  이지훈 서경수 임규형 리사 이봄소리 김법래 이한밀 김태한 육현욱  심새인 백민수 이동명 신재희 박소리 곽대성 박하나 김민철 김하나 박종배 정열 이슬기 권수임 류재혁 최하은 배솔비 이정빈 
2114,5,alrzl***예매자,2020.08.10,조회 39,공감 2공감하기,뮤지컬을 사랑한다면 한번쯤,공연과 뮤지컬에 대한 헌사이면서 대중들에게 주는 감사인사같아요즐겁고 유쾌하고 단순해보이는 캐릭터들도 매력적입니다셰익스피어의 연극같은 유머와 풍자가 있으면서도 뮤지컬은 뮤지컬로 재탄생하는 점이 감동입니다셰익스피어의 당시 인기를 현대적인 관점에서 보여주는 것도 넘 즐거워요
2115,5,ljyl***예매자,2020.08.10,조회 29,공감 2공감하기,유쾌하네요,공연 재미있어요많이 웃을 수 있는 재미있는 공연이에요패러디 뮤지컬을 많이 알면 더 재미있게 볼 수 있을 것 같아요다양한 캐스팅으로 봐도 재미있을 것 같아요
2116,5,halloween***예매자,2020.08.10,조회 24,공감 2공감하기,너무나 즐거운 대환장파티,너무나 즐거운 대환장파티배우님들이 이렇게나 재밌는 분들이셨다구요 잠시 모든 것을 잊고 웃을 수 있는 작품
2117,5,upsilon***예매자,2020.08.10,조회 30,공감 2공감하기,강추 또 강추,썸로를 다 보고 나서 느낀 점을 한 줄로 요약하자면 이 세상 존재하는 모든 뮤지컬을 하나로 오밀조밀 합쳐서 요약해놓은 판타스틱한 뮤우지컬이라고 할 수 있겠네12807712807710240이지훈배우는 2월초 판뮤콘 이후로 처음보는건데 썸로의 내용을 모르고 보다보니 어떤 모습일지 걱정되면서도 기대했는데 걱정이 무색할 정도로 인생캐를 만난 듯한 지훈배우 정말 그 능청스러움이 너무나 자연스러워서 이게 지훈배우 본연의 모습이 아닐까할 정도였어10240그리고 더블캐스팅 준우승자 임규형 더캐 첫 무대에서 부른 그눈을떠듣고 목소리 너무 좋고 노래도 잘해서 응원한 배우인데 생애 첫 주연급 캐스팅에 대극장 공연이니 얼마나 떨렸을까 그럼에도 불구하고 너무나 멋지게 잘해낸 임규형배우 넘버듣다 올만에 소름돋았다12807712807710240이봄소리배우 캐릭터는 이전에 한 차미역할과 좀 비슷한 느낌의 발랄함이였어 너무 귀여우심근데 말퀴 안느 역할과 정반대의 느낌인데 동기간에 두 역할 모두 너무 잘하셔서 대단하다는 생각밖에12814910240서경수 배우 느끼한 셰익스피어 잘 어울린다고 다들 그렇게 생각할 듯 노래하다가 의자에 앉은 채로 와야되는데 의자 뒤집어져서 뒤집어진 채로 손으로 잡고 끌고 오면서 노래했는데 아 진짜 너무 웃겼어12851412851412851410240법래다무스는 예언할 때마다 빙빙 도는데 어우 어지러울 듯 보는 우리는 재밌긴한데 오늘 첫공인데 앞으로 두 달간 열심히 도셔야겠네 마이클다무스도 같이 힘내요 김법래배우님 목소리야 워낙 좋으니10240공연 자체가 워낙 코믹적인 요소가 많아서 재밌었어 진짜 모든 뮤의 패러디가 찰떡같이 어우러져서 찾아보는 재미가 있었네 그리고 갓상블128149 시츠를 못봤지만 시츠만 3시간반 해준 혜자스러움도 대박인데 갓상블이 찐이었다고 하던데 보고나니 수긍이감 진짜 갓상블이야 10240쨋든 썸로의 결말은 해피엔딩 뮤우지컬128149
2118,5,csjum***예매자,2020.08.10,조회 26,공감 2공감하기,재밌네요 ,박건형 셰익스피어 넘 잘 어울려요마이클리두 넘 좋았구 곽동연 서은광 배우님 등등 첨부터 끝까지 아주 유쾌하게 즐긴 공연이었어요 코로나땜에 우울했던 마음 싹 씻을수 있는 공연입니다   
2119,5,JO1***예매자,2020.08.10,조회 40,공감 2공감하기,가장 많이 웃은 공연 캐스팅에 반한 공연,마이클리 배우님을 워낙 좋아해서 주연 아니지만 보러갔어요마이클리 배우님 곡 부르실때 열정적이었고 정말 그 캐릭터가 되신 것 같은 느낌 받았습니다노래는 말할것도 없고 그랬는데 서은광배우님 기대안하고 갔다가 제일 치이고 왔습니다발음 호흡 좋으시고 연기도 잘하세요 너무 재치있으시고 표정곽동연님도 연기자로서 좋아하는 분이었는데 노래할때 목소리도 좋으셔서 만족하고 봤습니다박건형님은 제일 반전인데 셰익스피어 역할이 너무 잘어울려서 이 캐스팅 조합으로 또 보러가고싶네요 리사님도 처음 보는 분이었는데 목소리가 정말 좋으셨어요 홀릴것같은 목소리배우님들 목소리에 다 반하고 무대도 너무 재밌고 개인적으로 뮤지컬 스토리도 마음에 들었습니다무대 장치는 특별할 게 없었던거 같은데 앙상블도 거의 계속 나와서 떼창 좋아하시는 분들 너무 좋아하실거같아요저 그리고 대사 부분부분이 웃긴 포인트가 제일 많았던 공연이라 보고나서 기분 좋아지는 공연입니다
2120,5,diana3***예매자,2020.08.10,조회 24,공감 2공감하기,정말 재밋네요,배경지식잇으면 세배로
2121,5,dodolim1***예매자,2020.08.10,조회 35,공감 3공감하기,너무나도 사랑스럽고 행복한 공연,정말 재밌게 봤습니다닉 역할 배우님 너무 잘하셔서 정말 인상깊게 봤고셰익스피어의 박건형 배우님 역할이랑 너무 잘어울려요 연기도 노래도 춤도 최고 멋있어서 눈 돌아갈뻔
2122,5,shyu***예매자,2020.08.10,조회 29,공감 2공감하기,너무나 재밌고 유쾌한 뮤우지컬,진짜 한순간도 지루하지않고 너무재밌었엉
